727277	564510	431519	130190	32339	
326503	591242	720924	263726	662352	
729499	61963	300098	866466	597519	
448769	242616	683790	428213	654648	
903993	222017	101264	249372	5776	
446745	385600	490454	606107	162613	
548049	12480	726886	42551	142433	
758989	921710	349550	542896	248419	
627778	335379	310146	927639	817720	
907428	439392	676211	270314	483480	
9954	237290	705260	110982	102537	
710800	173602	487901	264237	395585	
650277	428161	407828	440147	470476	
166136	815011	455169	515450	37002	
319463	759103	372144	629372	749725	
805739	215896	804992	544933	485973	
351456	554651	339138	119699	281508	
57551	446374	70985	161327	326486	
466333	811367	754411	873924	867389	
840762	655936	361495	358914	787261	
398261	678140	609347	386280	923388	
422055	255003	202267	290031	415811	
304115	257362	586337	259128	929716	
483720	316442	439074	554469	477532	
381435	636677	904775	751721	189697	
451259	655466	845396	812518	77363	
695640	273762	371379	367970	275917	
357750	405900	530683	175892	311806	
562370	479770	568931	764582	354773	
561631	311286	670979	616580	481630	
764386	613890	181290	732144	428595	
370750	799279	699936	279129	674780	
777063	590644	564417	764317	21597	
840097	185050	43373	49876	360705	
354942	228121	456350	923637	55686	
426998	164363	366735	160960	396818	
848128	541222	73691	645294	889241	
118161	79027	751503	817861	910812	
105378	657907	564439	285670	101319	
201912	188751	286132	245048	791282	
262712	215865	635278	334937	755377	
690727	761698	919503	673338	538534	
932196	200561	142739	68871	845618	
647855	186795	540521	462342	67639	
130428	183595	341421	310742	469029	
442503	512417	273655	344510	373340	
127920	223097	588969	379073	557797	
23441	132783	935371	5928	421996	
536888	553999	622321	295502	622633	
147034	6340	425304	687318	84557	
492706	817509	267916	450003	744127	
736708	508381	319527	626238	468767	
308743	370033	691627	897475	748869	
865300	536791	497527	863654	542482	
919287	79637	159465	604591	374902	
397973	367500	933897	823040	670694	
634330	931622	167298	902009	60720	
911188	317812	568864	293699	559925	
653506	218317	929721	408117	178775	
741573	889292	715329	302083	815929	
873687	284353	511441	649027	504819	
502218	662875	488195	499098	548899	
221872	749303	159616	388933	714295	
220099	363105	647982	404838	272679	
270890	674220	490759	263594	698212	
285409	621042	650487	616613	922889	
145511	169395	823117	656715	818185	
7032	221916	160156	494990	336889	
324930	716625	149176	484309	721433	
479346	320283	147521	743204	340996	
419963	629969	78199	910485	509439	
776174	811769	193464	489644	491366	
732228	251030	660524	234441	907508	
157805	241236	745299	317724	352101	
698064	642417	684601	463115	189709	
469017	558336	125867	232414	364523	
466626	652140	57476	160701	241721	
566678	936638	116473	376017	105378	
223714	724121	909063	884002	21545	
495667	104790	262544	303949	422277	
230520	617888	127677	914884	143986	
870041	62996	702086	58891	295173	
682484	141392	10297	739723	854748	
804673	922276	470482	537021	914169	
191735	760499	701273	163781	707484	
722581	659211	428149	601000	26144	
850189	447395	259907	593741	425262	
403657	142877	104133	721618	754423	
399070	467085	895578	25242	822684	
813310	829678	424055	899667	45794	
17319	154385	806056	718355	317929	
192635	120031	40124	620547	336906	
618923	149831	784064	878593	743335	
825201	898125	885975	929098	298838	
703381	391151	381799	278055	416156	
267466	707240	861709	307396	669890	
907266	324479	824038	392418	658709	
757842	584816	394616	797729	821239	
731285	95747	34053	578333	37324	
393264	466517	551324	895114	458598	
849926	277591	465624	294708	171521	
881543	178049	878524	422347	101320	
227509	8709	41674	667422	400890	
316259	488247	601581	710638	901852	
485803	504906	60582	135732	146222	
650561	528759	228615	264869	486856	
303088	730670	764210	768476	88361	
935494	329114	819065	493113	367337	
920148	336497	375809	577698	66902	
392574	893720	171025	57138	667341	
688752	158817	235230	749097	294312	
934108	462642	822834	778598	343386	
925565	144669	137039	368871	529020	
778055	920240	474010	660103	92449	
841110	259346	428709	279902	836807	
111487	288351	793510	835167	345252	
139946	586902	119944	374940	15094	
414019	924923	93611	852728	382616	
436760	457389	527048	189674	826023	
671944	30712	425358	208937	690578	
517570	665922	565800	562155	561699	
465590	289517	849813	874976	187667	
810940	77905	390444	930648	68720	
21413	407650	56626	114788	876254	
439005	167423	396626	581929	356861	
838524	316856	387336	326865	141668	
693790	460311	807353	322573	638341	
432035	404038	927621	897723	341997	
731163	771646	419666	737482	765277	
488149	758658	235911	160651	873209	
728040	599419	656508	187649	797223	
629244	89156	729954	632455	31896	
871385	389228	108082	357833	327676	
746186	405743	731478	352902	366449	
689350	699940	201079	171999	500405	
29339	276024	322047	817905	436438	
811131	608928	651732	530622	412452	
511939	775741	501371	857768	471180	
149143	792137	860171	809880	765845	
803723	619050	234572	214296	587827	
216896	903409	350751	417738	138392	
850919	62953	30291	788841	880621	
466492	662956	168645	181207	809453	
580860	309021	648178	698107	229773	
182341	847013	637785	658387	335988	
466613	525093	18021	317060	739152	
221724	533720	321657	572238	567333	
75924	102252	630049	105978	890857	
189766	572233	232908	911066	369315	
105344	554909	678100	369397	868891	
907636	551501	778887	224516	825764	
177859	307004	29952	748535	623828	
768868	586134	773423	706400	774247	
19851	782087	876263	265776	887828	
446215	71417	523044	678886	45466	
892122	400105	216250	249317	769266	
148125	772828	936642	542887	60327	
825389	336621	367095	855105	148140	
606798	303068	350149	59316	72451	
187380	78930	470413	679518	344469	
421224	188716	415649	560143	483477	
76990	131360	883345	293004	380441	
331706	440892	216252	331332	46762	
829235	772596	383147	812205	306796	
147162	481986	609627	497074	541065	
297953	300329	235870	768129	42830	
580103	805228	784201	611627	428354	
330661	304493	175590	829882	597260	
555794	224571	654027	387921	171778	
700552	833031	7358	699574	708219	
313917	462611	253188	539420	22669	
410128	453248	875653	645762	837253	
918247	841740	705464	765431	132462	
749694	711968	436718	925047	604833	
96961	159936	445279	750751	163732	
616821	130399	59747	240054	445848	
767729	169846	908223	636793	709029	
546767	109904	778153	485403	371541	
294501	466633	276264	615840	847940	
408490	428517	239003	844971	32659	
843599	557808	192358	904753	924434	
355854	584557	117816	31476	440486	
179540	798968	610096	150746	114856	
935000	697276	777416	776136	245662	
211940	133620	328171	487968	749224	
791986	512333	793616	93972	36399	
442151	553446	593970	634272	521182	
197500	606001	721615	867971	253352	
225084	110494	115304	834943	261003	
782815	832927	21262	623214	288158	
819580	834918	37654	210734	1981	
402753	618595	130189	812244	712330	
166351	317378	881651	376197	567526	
81928	573460	236510	803306	504414	
105738	91374	230784	773697	542192	
491550	619495	54214	128688	305693	
895028	11251	756486	932445	774640	
758230	14293	72330	888182	826300	
400535	670408	206662	345169	109588	
773951	426860	298923	626336	846042	
419213	731837	553291	649760	568517	
158466	204293	803888	765336	885636	
172564	723347	512762	928813	334887	
903277	366138	348943	38590	870195	
791118	438888	603586	60763	399932	
712938	450589	442668	74844	692801	
351693	109932	103733	904747	759455	
288126	679088	579624	154997	507407	
528243	327324	293737	656881	872012	
244499	623141	854025	593205	277607	
787203	63419	716258	453772	123945	
732066	229693	190410	237717	857193	
499086	589173	30108	602582	173015	
405439	890471	851866	48046	661343	
422257	192164	604542	331869	848808	
539537	576132	151045	456545	785212	
428415	859623	848394	760548	376379	
588215	555597	221947	394500	793077	
695015	893349	61345	340999	558914	
234123	746201	128481	148973	794010	
789587	187105	49157	457113	134849	
513841	612525	710744	664649	684946	
175052	156047	607552	86429	916358	
599806	290519	151051	821517	684782	
7111	579515	641114	621112	920277	
815904	854998	729461	560260	619846	
202566	28942	422826	804379	101930	
557439	934095	714219	884058	661727	
78260	122093	433649	685575	208286	
29102	901257	498568	179916	785757	
799226	739683	44367	503323	423778	
27628	935102	341759	372964	558345	
577481	191406	587051	63290	58768	
688744	620492	55846	82058	567534	
333448	160081	305502	766860	461532	
513551	411837	425772	627995	591517	
827404	490204	394183	871534	609402	
817724	515037	607488	775358	887765	
781708	415822	142154	47854	94988	
753577	352474	331355	809186	434295	
514764	758509	210252	820030	588352	
287659	12676	63172	329306	256546	
270564	219693	746513	664510	707102	
35011	161329	285123	258374	936451	
788763	103065	415256	546792	703575	
510007	363352	119032	457238	788413	
169202	34985	609905	932109	854778	
814132	835643	867218	493179	227932	
186747	763507	63500	549136	107112	
770366	200022	268205	671364	458159	
267639	523110	177099	298770	132885	
880437	424653	112112	615344	881654	
900288	400422	916402	189288	395514	
834164	66403	294141	380477	175457	
137948	183099	1947	201212	731998	
661715	587453	931783	929683	874692	
69037	813197	460785	798792	174950	
209545	358324	599366	874312	36652	
160115	837583	436837	692393	89854	
448226	205652	708912	358242	585892	
884132	495954	768754	501955	313041	
179848	226653	516369	727506	772211	
454044	412419	648391	530704	274194	
823104	356124	632281	101566	293419	
668696	814336	746877	721408	569712	
836494	785510	775127	224501	206735	
424002	171616	318564	808632	289446	
247480	604355	131974	763612	394844	
903948	833531	807026	615322	427218	
144203	117522	783105	392360	218851	
692399	676931	96170	502259	461323	
665646	17848	862708	119868	242112	
685318	543634	29604	619758	31361	
318813	867001	635479	450551	693597	
646198	417482	590111	516208	648680	
633205	276286	765965	95405	668409	
600691	787568	408324	696624	352810	
485522	41365	370422	27325	160997	
612297	712406	320506	257776	11259	
904522	192465	878024	602984	642779	
250716	865057	676136	456702	60360	
3911	152890	336410	769639	800951	
620694	433313	651502	644893	745813	
67295	746290	786941	53592	773378	
563813	281765	164880	500194	539304	
175902	467699	731532	669801	686558	
53406	920280	614599	345418	56078	
674722	349092	761623	627007	734607	
625557	863577	230903	340042	571453	
592591	23213	380727	58628	629460	
769980	622204	910988	934623	738274	
129388	726401	821848	860683	459185	
571390	529965	58561	801864	875146	
114402	539569	840113	491900	782452	
637703	180441	709012	484482	136358	
343448	140056	159334	340050	198447	
788558	173014	436527	378641	723512	
790676	507792	129008	675507	431459	
204069	309880	577299	262393	174727	
131540	929450	330172	34636	484333	
728499	288215	280649	500494	388572	
416771	459817	144503	575868	799631	
895606	43521	588520	11228	421926	
927907	801667	929481	119899	540157	
40035	323731	465913	617097	201999	
256515	748400	194432	202562	398912	
294640	930824	303002	575053	494301	
691337	54807	17102	451715	246550	
432608	410304	842727	637003	421295	
327636	627893	838837	320100	747555	
441978	912791	687161	523766	592871	
888923	780044	20367	699230	598482	
419042	609746	592289	721807	247782	
702466	92239	855244	719331	543717	
717669	767814	17005	623379	467800	
54175	13998	158676	892776	886754	
522107	13849	478640	272251	537378	
134494	777050	933297	154624	539263	
594762	189541	211992	802927	911111	
75649	568376	66333	546768	903582	
609814	327421	734379	242694	566675	
265162	296632	580437	39713	805283	
146286	177695	818895	624689	65822	
419256	375058	842635	31649	145558	
60993	242286	334862	825641	108196	
861849	517165	676335	544057	126917	
642900	769746	70213	440262	628315	
636651	321299	924711	832963	913668	
792977	42232	154346	290968	282796	
219931	326099	273730	678441	357511	
419051	355310	599561	369788	243934	
323632	847512	376974	62951	70665	
119766	705614	840174	189742	761752	
531473	826157	698926	135279	338215	
675577	544131	933103	445799	834862	
278882	281605	223945	168487	575922	
197331	203413	930995	412767	189077	
790804	736163	99572	230761	414989	
170000	350291	736478	626050	539796	
561213	773398	45048	876015	524552	
383027	230687	131666	379113	676249	
582404	273870	20838	806112	58233	
596523	619318	261409	206613	95069	
450249	60400	447107	165697	843816	
861859	888352	257090	661320	577385	
412762	838409	29878	73685	777407	
554193	72587	71077	685623	67575	
363202	331010	894101	936695	752997	
15317	212313	51410	276489	418689	
146242	342614	94964	209224	508074	
1763	134066	459409	811509	411262	
652670	287254	312654	682311	913594	
705936	299488	49165	392888	48094	
116503	755853	931759	73587	371643	
363851	641559	583719	415024	917812	
618283	561030	323409	713010	386129	
447358	714537	519959	906530	589029	
930984	622183	492158	859513	920370	
468735	244544	282841	133775	637195	
883590	250042	456032	878332	876284	
443550	858058	580827	90253	336065	
177734	708299	512970	117018	100405	
898863	564139	430817	97917	149764	
635721	644776	387823	190862	567272	
371176	275472	811579	269892	409011	
511757	216465	274928	583664	710672	
767087	643090	631713	410897	733106	
30761	588394	120500	543495	321287	
220668	121453	885189	651248	219133	
650829	349952	863672	101635	156689	
493927	88686	48037	921381	358341	
456811	112233	190681	347614	311773	
517228	177684	17846	211924	204457	
366827	795340	408726	487090	17930	
729777	323634	139146	294061	590757	
358042	7873	3693	284697	662163	
713037	394499	366724	760837	931755	
340940	833523	106972	531384	244120	
34620	111595	37680	52229	876174	
241900	418819	734498	650389	521784	
752191	443149	845181	507213	353086	
498922	481130	360722	118490	765591	
638761	831290	775965	68468	271223	
770704	25284	720621	493551	556431	
27725	527934	283902	618060	196038	
775951	859723	230732	573432	189207	
752279	4719	248232	276556	127807	
601081	391353	608700	577678	509606	
53386	279422	19991	829115	900546	
843869	278914	925593	627474	388340	
545007	654962	532149	444784	888897	
344062	283719	427715	574557	473026	
616685	5931	93620	864680	835142	
221190	144856	289478	445766	722298	
798847	498915	64703	434714	7125	
581124	341566	838694	569700	32023	
290017	730583	302860	438041	238350	
254740	781866	137944	682218	35518	
226846	914779	594105	320229	458554	
492230	157295	603174	781472	602824	
388455	259414	717614	69033	693891	
724503	649921	651333	626180	282604	
683119	532073	629062	48963	33097	
867176	856358	430839	620995	217672	
466120	847604	195434	123208	783709	
653751	231314	556879	872800	75769	
775578	877130	887838	556175	562039	
260825	343661	274943	911921	585717	
173422	658023	180773	418360	322861	
766525	901411	242203	260347	585389	
75750	342343	112089	270947	81426	
511673	540573	312503	131535	92469	
4147	522988	32582	891749	142146	
594384	215557	101683	485202	190461	
687163	274500	464359	483811	692623	
786984	313319	657017	645062	189542	
858281	336687	531648	586245	223509	
612837	160901	763845	541216	845091	
472189	545126	431062	504535	115970	
572972	714794	331290	290530	815872	
137626	40676	706247	601749	140362	
461853	67828	69556	734745	328765	
258861	272121	665215	790272	858130	
888487	82205	634906	331427	623184	
542981	803380	784185	37026	923790	
899919	225873	701567	847084	516166	
196534	47694	172717	902544	265318	
865734	43492	885801	935054	394112	
277549	256898	665997	558639	663046	
203222	510109	745014	837891	457411	
47293	59967	323774	831241	649649	
863439	410255	875285	244102	320323	
70547	440399	920672	795919	405927	
248973	724637	65294	750649	722674	
459170	644073	42555	741042	265695	
705364	7247	391679	129473	844901	
848853	176529	904632	788503	623646	
617264	714925	96884	171644	22010	
416970	794846	78285	400625	653749	
100087	265473	441369	165144	631997	
779918	624077	339053	822236	428102	
220623	206696	51224	612065	888824	
895889	140014	128337	479616	928280	
367858	712755	322300	464505	500274	
896966	497351	358104	38234	513851	
627728	138084	779088	132080	855883	
90180	527873	542944	428997	413092	
586921	649383	235663	637909	877324	
187471	212893	80321	868463	308384	
624476	299304	637014	9759	379684	
753163	522600	876798	727142	560597	
453633	417853	314556	848596	165808	
233423	1759	693444	392242	430519	
722412	42146	695778	21058	295930	
636085	761184	124698	332281	692630	
48957	572632	607809	685734	198266	
50477	117993	720630	927038	844898	
897102	443654	325735	274642	908125	
491306	507828	909648	800626	899833	
403150	586021	557854	714803	222954	
469660	29983	47122	594121	362027	
355627	258954	550534	26420	560563	
748564	76660	678319	532177	619573	
586201	492262	679103	527811	382779	
650211	634992	890370	622842	498601	
469298	641868	147605	90136	419654	
370323	175671	449401	33320	769555	
427303	388710	91492	40821	414893	
651819	405260	107428	9233	420	
726765	595197	108557	468851	185991	
491100	734937	820747	60565	420763	
935223	529627	125614	145812	235638	
161143	132010	411072	610307	165093	
796502	653486	169678	503870	694070	
200447	771564	162313	307638	780560	
715388	650278	54853	439820	182112	
793499	546795	916813	677229	607124	
16671	291548	752626	142048	437123	
604139	302954	185008	631086	529137	
902756	106683	245606	135417	610316	
555551	335627	444863	333739	259141	
841299	112110	909182	895915	167805	
707170	752397	714364	303078	108722	
583	319512	400033	369084	77435	
453031	36206	933044	637802	283167	
525164	219653	389613	386645	907725	
62913	558071	859228	123651	891573	
181352	27933	619558	706409	539723	
787127	476562	355104	180586	779403	
79701	180932	714790	479497	165891	
791988	548403	754752	788016	249188	
100902	929055	84716	490278	931576	
55424	169066	552630	530527	845373	
507187	711642	873069	742620	481035	
91888	592730	573472	62867	389191	
415859	142331	185998	193632	237703	
351652	601496	785869	169387	68607	
650932	822944	613537	735411	376206	
608096	406710	161147	776602	937001	
69503	346772	327738	558448	152375	
424648	650099	360981	61104	712729	
749935	92838	470935	935697	839125	
708401	903224	503604	557253	688487	
571974	271168	574414	801387	622454	
566495	472466	92147	727406	312051	
92131	796672	274698	35745	34215	
42949	460156	300189	19805	521023	
628793	769503	229736	162711	384295	
131845	870875	903395	251324	107223	
654865	439174	931046	292262	303544	
616483	858521	391885	708394	648910	
703700	416400	124677	594273	68020	
711548	253097	527940	74720	272665	
664838	703277	658044	894338	865751	
658214	642058	415722	624592	893145	
138820	342440	395302	132850	250578	
314721	749096	172082	706370	136585	
436867	89165	168861	177419	683201	
236644	888730	936062	380459	26434	
824602	108281	729474	161741	618494	
274320	819719	323535	305917	507294	
832555	444501	465610	290841	577114	
715951	605325	5305	503908	927570	
694546	3758	79718	479282	733832	
762683	715689	685546	377840	159132	
327855	818317	820068	120312	43042	
501545	10507	862524	440955	316188	
48913	336493	376564	130398	243209	
16661	462224	464410	574621	29115	
454963	332150	585528	150557	811195	
382344	913003	205980	130873	906718	
917767	458491	788018	416930	194678	
446935	918238	757840	925334	38288	
137011	37231	927436	129450	720284	
786521	145874	245492	866806	336371	
274370	864	284396	859662	151184	
711467	304989	680062	917210	51737	
649763	514072	509991	116877	930765	
320544	179687	528098	141367	168005	
566149	831034	757891	172680	23467	
541158	575076	721997	786413	504865	
121351	123767	505493	21622	599304	
272552	732852	520168	15598	329157	
571668	281236	842992	144642	13988	
836740	81061	193439	43933	222191	
361207	225957	116208	182081	398401	
692331	339114	36460	477311	188511	
157201	214537	864933	278569	235922	
527220	550884	31758	110371	182357	
360678	681802	463357	819546	442319	
477108	335381	139255	286422	379078	
361209	263504	604798	93293	61460	
619074	785387	400338	655298	878573	
588612	428374	156093	132640	706706	
7890	659623	873465	592303	385869	
118806	15965	683546	581926	451386	
741740	674909	786530	880758	577207	
228591	857842	840474	833153	14118	
517810	515210	415380	917911	786383	
909828	185618	830632	681796	318021	
600321	689450	593519	536770	344736	
42371	271451	913356	725680	469252	
427725	146515	207144	277239	90256	
400226	121705	11081	856576	17841	
577855	437369	148927	56218	418263	
551185	29030	219756	444801	326701	
537540	108105	79134	194042	260750	
39746	789068	148076	16085	577731	
617091	59686	340121	440111	336688	
430140	840100	458156	440984	759659	
91873	634714	260011	793455	690696	
294149	407623	335601	513668	852187	
662065	667083	576168	357075	860888	
452793	396584	712939	600633	412432	
906545	280707	471881	309649	720581	
424444	355664	239777	498476	412524	
62419	206224	110221	875086	62662	
416792	785110	470048	752156	914654	
385219	93317	644720	577262	450155	
568592	93038	846502	897406	693434	
874809	483047	37125	25786	408571	
373581	449993	763999	613121	564344	
792398	291416	770331	902382	782377	
832756	382158	630470	918680	750189	
608107	919774	459381	315811	560019	
909299	500278	652820	434896	76779	
25350	925581	559589	62238	14350	
584036	51694	80218	411018	664579	
644326	266399	18978	93752	784656	
801118	926272	229797	110683	524047	
595862	718554	506804	118226	650240	
129806	643401	213501	398501	694172	
842935	423614	682736	465508	101727	
312961	112527	153185	9055	139420	
817527	653144	21694	452380	362771	
806113	869373	904918	651786	43039	
491948	863523	377468	61735	44732	
90691	744196	304008	856847	205681	
61164	762766	245170	359775	844149	
346661	672500	19659	499609	681318	
711734	933011	13557	733191	64486	
928983	218399	549734	896885	869948	
208648	451816	796454	585880	129427	
457062	292446	489498	760833	212277	
311054	437872	590918	555988	797411	
498050	518524	149006	133584	634008	
446199	845081	246114	459519	257367	
310363	67597	475529	859860	27465	
24573	131491	95157	436902	333246	
224347	893727	625456	329720	333656	
837496	640538	771291	107509	812401	
247797	605322	393908	396566	738669	
90899	458640	262845	889668	534034	
519975	263014	601395	611379	738749	
628623	635715	486115	723543	135601	
819125	563765	645203	123676	509361	
41842	577047	212882	429009	684319	
88266	676569	352624	98049	689011	
154276	741603	210634	416884	694254	
744432	552734	573143	24922	227096	
374875	653308	862575	476865	55947	
614051	358973	235587	322237	482412	
744711	363843	122442	20576	408727	
806524	661497	148279	222131	375421	
453165	929062	180007	279675	25041	
490136	639982	577538	126262	664667	
420510	117012	933850	346068	593641	
52780	575994	15597	288131	897994	
113885	95825	877712	788982	669057	
349422	658490	393537	113577	496496	
384834	182617	104654	564604	462055	
682350	670616	717912	322872	796641	
445562	743145	913417	442396	705088	
570041	111051	896957	201513	398945	
857934	868053	494534	414742	720019	
779466	380039	57604	235986	493379	
169975	620583	291872	274392	801063	
753690	19726	534662	150698	895253	
10398	212135	317493	539690	270406	
638456	725606	381221	598396	926883	
779929	135425	857919	890338	166042	
257033	732787	545845	314400	584649	
102207	484139	821107	9954	374406	
301265	763408	10007	835690	529981	
905023	461964	741879	838391	64637	
75269	539830	790007	456253	754101	
395985	852057	505402	316887	421491	
671207	189796	770153	280035	503959	
417785	934898	603973	854768	7835	
41363	219016	387118	51133	670582	
916862	572032	195529	721725	473406	
259929	412869	76220	665811	484997	
446196	124779	400037	14581	57542	
437403	685552	247101	270540	28570	
366935	304200	26451	33892	221951	
586942	75018	440731	37043	678806	
727188	16889	313821	922480	354489	
786991	798284	383233	479086	143191	
867993	925045	267733	883905	555502	
325038	384292	304037	188014	654595	
885262	554713	21778	527589	588368	
796385	177514	279261	300099	767212	
21050	643162	399976	334635	244737	
754228	737501	106004	200444	279570	
801850	684312	820490	132567	631201	
438975	73480	78476	358887	261258	
732834	860025	815734	370487	66709	
83197	229855	796878	362221	145829	
627073	383034	788754	90033	717432	
96474	460136	134028	755134	276456	
413361	619967	23751	296835	368409	
654715	351685	441653	732954	326448	
702674	528771	802348	197503	515134	
868820	280463	744752	728681	642447	
890345	34849	641356	358194	124645	
37884	454432	584545	171675	825441	
860764	584800	124503	884278	497510	
492676	218089	465070	550204	14026	
791281	315861	158673	656612	129239	
673570	204527	409465	97417	932971	
667787	50745	30804	372126	24815	
708104	409773	95122	908524	197324	
920326	832271	781887	660704	395645	
895272	216363	229609	423325	766330	
243398	830482	698066	17946	166189	
827068	691279	370480	852408	788460	
366434	199290	455080	13113	571180	
479658	720981	596828	190655	692488	
793915	173964	203855	254897	834432	
215375	213152	666670	444747	252353	
112096	304020	145818	809925	321730	
311770	316089	628884	682013	784372	
